Plant_ID,Scientific Name,NPSOT Propagation Common Name,NPSOT Propagation Materials,NPSOT Propagation Treatment Tags,NPSOT Propagation Public Note,NPSOT Propagation Source URL,NPSOT Propagation References
Asclepias texana,Asclepias texana,Texas Milkweed,Seed | Stem,Stratification | Cutting,Materials listed: Seed | Stem. Treatment tags listed: Stratification | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/asclepias-texana/,https://greg.app/texas-milkweed-overview/#:~:text=To%20propagate%20Texas%20Milkweed%20from | https://www.picturethisai.com/care/propagate/Asclepias_texana.html
Asclepias tuberosa,Asclepias tuberosa,Butterfly Milkweed,Root | Seed,Cutting | No Treatment | Stratification,Materials listed: Root | Seed. Treatment tags listed: Cutting | No Treatment | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/asclepias-tuberosa/,https://www.wildflower.org/plants/result.php?id_plant=ASTU | https://hort.extension.wisc.edu/articles/butterflyweed-asclepias-tuberosa/#:~:text=Propagating%20Butterfly%20Weed | https://www.wildflowerfarm.com/asclepias-tuberosa-butterflyweed.html | https://plants.usda.gov/DocumentLibrary/plantguide/pdf/cs_astu.pdf
Asclepias verticilata,Asclepias verticilata,Whorled Milkweed,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/asclepias-verticilata/,https://www.americanmeadows.com/products/asclepias-whorled-milkweed-wildflower-seeds#:~:text=We%20suggest%20transplanting%20Milkweed%20when | https://www.gardenia.net/plant/asclepias-verticillata#:~:text=surviving%20winter%20conditions.-
Asclepias verticillata,Asclepias verticillata,Whorled Milkweed,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/asclepias-verticillata/,https://www.americanmeadows.com/products/asclepias-whorled-milkweed-wildflower-seeds#:~:text=We%20suggest%20transplanting%20Milkweed%20when | https://www.gardenia.net/plant/asclepias-verticillata#:~:text=surviving%20winter%20conditions.-
Asclepias viridis,Asclepias viridis,Green Milkweed,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/asclepias-viridis/,https://www.wildflower.org/plants/result.php?id_plant=ASVI2
Atriplex canescens,Atriplex canescens,Four-wing Saltbush,Seed,,Materials listed: Seed. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/atriplex-canescens/,https://www.wildflower.org/plants/result.php?id_plant=ATCA2
Baccharis neglecta,Baccharis neglecta,Poverty Weed,Softwood | Hardwood | Seed,Cutting | No Treatment,Materials listed: Softwood | Hardwood | Seed. Treatment tags listed: Cutting | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/baccharis-neglecta/,https://propagate.one/how-to-propagate-baccharis-neglecta/ | https://plantiary.com/plant/baccharis-neglecta_4567.html
Baptisia australis var. minor,Baptisia australis var. minor,Blue Wild Indigo,Seed | Clump | Softwood,"No Treatment | Scarification, Stratification | Division | Cutting","Materials listed: Seed | Clump | Softwood. Treatment tags listed: No Treatment | Scarification, Stratification | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/baptisia-australis-var-minor/,https://www.wildflower.org/plants/result.php?id_plant=BAAU | https://www.hortmag.com/smart-gardening/how-to-harvest-and-grow-the-seeds-of-blue-indigo | https://gpnmag.com/article/baptisia-australis-blue-false-indigo/ | https://hgic.clemson.edu/factsheet/baptisia-false-or-wild-indigo/#:~:text=Cuttings%20should%20be%20taken%20so | https://utgardens.tennessee.edu/may-plant-of-the-month-baptisia-false-indigo/#:~:text=Baptisia%20can%20also%20be%20propagated
Baptisia australis,Baptisia australis,Wild Blue Indigo,Seed | Clump | Softwood,"No Treatment | Division | Cutting | Scarification, Stratification","Materials listed: Seed | Clump | Softwood. Treatment tags listed: No Treatment | Division | Cutting | Scarification, Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/baptisia-australis/,https://www.wildflower.org/plants/result.php?id_plant=BAAU | https://www.hortmag.com/smart-gardening/how-to-harvest-and-grow-the-seeds-of-blue-indigo | https://hgic.clemson.edu/factsheet/baptisia-false-or-wild-indigo/#:~:text=Cuttings%20should%20be%20taken%20so | https://utgardens.tennessee.edu/may-plant-of-the-month-baptisia-false-indigo/#:~:text=Baptisia%20can%20also%20be%20propagated | https://gpnmag.com/article/baptisia-australis-blue-false-indigo/
Baptisia sphaerocarpa,Baptisia sphaerocarpa,Yellow Wild Indigo,Seed | Stem | Clump,"Scarification, Stratification | Cutting | Division","Materials listed: Seed | Stem | Clump. Treatment tags listed: Scarification, Stratification | Cutting | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/baptisia-sphaerocarpa/,https://warcapps.usgs.gov/PlantID/Species/Details/3249#:~:text=Baptisias%20like%20full%20sun%20but | https://www.prairiemoon.com/baptisia-sphaerocarpa-large-yellow-wild-indigo#panel-planting | https://earthone.io/plant/baptisia%20sphaerocarpa?srsltid=AfmBOoqvHgBHUlOICB_93FMb60V6uEn-pcufVfIVC3C6WGE2eFIezoqQ | https://www.nrcs.usda.gov/plantmaterials/etpmcpg13192.pdf
Berchemia scandens,Berchemia scandens,Rattan Vine,Softwood | Hardwood | Stem | Seed | Clump,"Cutting | Layering | Scarification, Stratification | Division","Materials listed: Softwood | Hardwood | Stem | Seed | Clump. Treatment tags listed: Cutting | Layering | Scarification, Stratification | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.",https://www.npsot.org/posts/native-plant/berchemia-scandens/,https://propagate.one/how-to-propagate-berchemia-scandens/ | https://plantiary.com/plant/berchemia-scandens_5162.html | https://www.picturethisai.com/care/propagate/Berchemia_scandens.html
Berlandiera lyrata,Berlandiera lyrata,Chocolate Daisy,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/berlandiera-lyrata/,https://www.bhg.com/gardening/plant-dictionary/perennial/chocolate-flower/#:~:text=How%20to%20Propagate%20Chocolate%20Flower | https://www.reneesgarden.com/products/daisy-fragrant-chocolate#:~:text=TO%20START%20EARLY%20INDOORS | https://plants.ces.ncsu.edu/plants/berlandiera-lyrata/#:~:text=In%20the%20proper%20conditions%2C%20i.e
Bidens aristosa,Bidens aristosa,Bearded Beggarticks,Seed,Stratification,Materials listed: Seed. Treatment tags listed: Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bidens-aristosa/,https://npn.rngr.net/renderNPNProtocolDetails?selectedProtocolIds=asteraceae-bidens-1900&referer=wildflower
Andropogon gerardii,Andropogon gerardii,Big Bluestem,Clump | Seed,Division | Stratification | No Treatment,Materials listed: Clump | Seed. Treatment tags listed: Division | Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/big-bluestem/,https://www.growveg.com/plants/us-and-canada/how-to-grow-big-bluestem/#:~:text=Sow%20and%20Plant | https://www.wildflower.org/plants/result.php?id_plant=ANGE | https://www.thespruce.com/big-bluestem-plant-profile-4845878#:~:text=Propagating%20Big%20Bluestem
Muhlenbergia lindheimeri,Muhlenbergia lindheimeri,Big Muhly,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/big-muhly/,https://www.picturethisai.com/care/propagate/Muhlenbergia_lindheimeri.html | https://earthone.io/plant/muhlenbergia%20lindheimeri?srsltid=AfmBOoqP1BUmAUyTThAC6DUSDNE6X_xoRR2DzeC3ayVgCqOajPfG-wmK
Bignonia capreolata,Bignonia capreolata,Crossvine,Seed | Softwood,No Treatment | Cutting,Materials listed: Seed | Softwood. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bignonia-capreolata/,https://www.wildflower.org/plants/result.php?id_plant=BICA | https://piedmontmastergardeners.org/article/crossvine-a-showstopping-native-vine/#:~:text=Crossvine%20may%20be%20grown%20from | https://www.bhg.com/gardening/plant-dictionary/vine/cross-vine/#:~:text=How%20to%20Propagate%20Crossvine%20Via
Bouteloua gracilis,Bouteloua gracilis,Blue Grama,Seed,No Treatment,Materials listed: Seed. Treatment tags listed: No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/blue-grama/,https://www.opnseed.com/products/bouteloua-gracilis-blue-grama#:~:text=Direct%20sow%20seeds%20into%20prepared
Boehmeria cylindrica,Boehmeria cylindrica,Smallspike False Nettle,Stem | Seed | Clump,Cutting | No Treatment | Division,Materials listed: Stem | Seed | Clump. Treatment tags listed: Cutting | No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/boehmeria-cylindrica/,https://www.joyfulbutterfly.com/product/false-nettle/#:~:text=From%20seed:%20start%20indoors%206 | https://pfaf.org/user/Plant.aspx?LatinName=Boehmeria+cylindrica#:~:text=Plant%20Propagation
Boltonia diffusa,Boltonia diffusa,Doll's Daisy,Clump | Seed | Stem,Division | No Treatment | Cutting | Stratification,Materials listed: Clump | Seed | Stem. Treatment tags listed: Division | No Treatment | Cutting | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/boltonia-diffusa/,https://harvesttotable.com/how-to-grow-boltonia/#Boltonia_propagation | http://www.theeyrye.com/boltonia.html | https://www.picturethisai.com/care/propagate/Boltonia_diffusa.html | https://greg.app/boltonia-overview/
Bothriochloa barbinodis,Bothriochloa barbinodis,Cane Bluestem,Seed | Bud,No Treatment | Division | Stratification,Materials listed: Seed | Bud. Treatment tags listed: No Treatment | Division | Stratification. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bothriochloa-barbinodis/,https://rngr.net/npn/propagation/protocols/bothriochloa-barbinodis-bothriochloa#:~:text=Propagation%20Collection: | https://propagate.one/how-to-propagate-bothriochloa-barbinodis/
Bothriochloa laguroides,Bothriochloa laguroides,Silver Bluestem,Seed | Clump,No Treatment | Division,Materials listed: Seed | Clump. Treatment tags listed: No Treatment | Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bothriochloa-laguroides-ssp-torreyana/,https://frontrange.wildones.org/wp-content/images/sites/105/2020/10/Bothriochloa-laguroides-ssp.-torreyana-.pdf | https://propagate.one/how-to-propagate-bothriochloa-laguroides/
Bouteloua curtipendula,Bouteloua curtipendula,Sideoats Grama,Clump | Seed,Division | No Treatment,Materials listed: Clump | Seed. Treatment tags listed: Division | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bouteloua-curtipendula/,https://earthone.io/plant/bouteloua%20curtipendula?srsltid=AfmBOoo-JejmFcoo0QnNe3pOSOJ3aPytyyNLOQzJHIruCyVt9ahfTKYR | https://growitbuildit.com/sideoats-grama-bouteloua-curtipendula/ | https://www.wildflower.org/plants/result.php?id_plant=BOCU
Bouteloua eriopoda,Bouteloua eriopoda,Black Grama,Seed | Bud | Cutting,No Treatment | Division | Cutting,Materials listed: Seed | Bud | Cutting. Treatment tags listed: No Treatment | Division | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bouteloua-eriopoda/,https://greg.app/black-grama-overview/#:~:text=%F0%9F%8C%8D%20Environmental%20Benefits
Bouteloua rigidiseta,Bouteloua rigidiseta,Texas Grama,Clump,Division,Materials listed: Clump. Treatment tags listed: Division. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bouteloua-rigidiseta/,https://www.picturethisai.com/care/propagate/Bouteloua_rigidiseta.html
Brickellia eupatorioides,Brickellia eupatorioides,False Boneset,Seed | Stem,No Treatment | Cutting,Materials listed: Seed | Stem. Treatment tags listed: No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/brickellia-eupatorioides/,https://propagate.one/how-to-propagate-brickellia-eupatorioides/ | https://www.picturethisai.com/care/Brickellia_eupatorioides.html | https://plantiary.com/plant/brickellia-eupatorioides_4294.html?
Bouteloua dactyloides,Bouteloua dactyloides,Buffalograss,Seed,Stratification | No Treatment,Materials listed: Seed. Treatment tags listed: Stratification | No Treatment. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/buffalograss/,https://www.wildflower.org/plants/result.php?id_plant=BODA2 | https://www.prairiemoon.com/buchloe-dactyloides-buffalo-grass-cultivar#panel-planting
Andropogon glomeratus,Andropogon glomeratus,Bushy Bluestem,Clump | Seed | Stem,Division | No Treatment | Cutting,Materials listed: Clump | Seed | Stem. Treatment tags listed: Division | No Treatment | Cutting. Full propagation instructions are not reproduced in this public dataset; use the linked NPSOT/source pages for complete protocols.,https://www.npsot.org/posts/native-plant/bushy-bluestem/,https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_angl2.pdf | https://www.wildflower.org/plants/result.php?id_plant=ANGL2 | https://propagate.one/how-to-propagate-andropogon-glomeratus/?print=pdf | https://www.gardeningknowhow.com/ornamental/foliage/bushy-beardgrass/what-is-bushy-beardgrass.htm | https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_anvi2.pdf | https://mygardenchannel.com/care-guide-to-bushy-bluestem-grass/
