Plant_ID,Scientific Name,recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,fineHabitatTags,fineHabitatSummary,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,sourceUseNote,datasetVersion,lastUpdated,onlineSlug,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,secondaryMicroregions
Silphium albiflorum,Silphium albiflorum,152,Silphium albiflorum,Silphium albiflorum,"White Rosinweed, White-flowered Rosinweed, Compass Plant",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland prairie slope,dry upland prairie slope,Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,silphium-albiflorum,https://www.wildflower.org/plants/result.php?id_plant=SIAL,https://plants.usda.gov/home/basicSearchResults?searchString=Silphium+albiflorum,https://floranorthamerica.org/Special:Search?search=Silphium+albiflorum,https://floranorthamerica.org/Silphium_albiflorum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Sisyrinchium angustifolium,Sisyrinchium angustifolium,153,Sisyrinchium angustifolium,Sisyrinchium angustifolium,"Narrowleaf Blue-eyed Grass, Narrow-leaf Blue-eyed-grass, Bermuda Blue-eyed Grass, Blue-eyed Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Moist , Wet; Medium; Sun , Part Shade; Low","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,sisyrinchium-angustifolium,https://www.wildflower.org/plants/result.php?id_plant=SIAN3,https://plants.usda.gov/home/basicSearchResults?searchString=Sisyrinchium+angustifolium,https://floranorthamerica.org/Special:Search?search=Sisyrinchium+angustifolium,https://floranorthamerica.org/Sisyrinchium_angustifolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Solanum triquetrum,Solanum triquetrum,154,Solanum triquetrum,Solanum triquetrum,"Texas Nightshade, Hierba Mora","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,woodland/wood edge; disturbed/roadside/ditch; sunny open; shade/part shade,"disturbed open ground, brush/woodland edges, and partial shade contexts",,,High,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solanum-triquetrum,https://www.wildflower.org/plants/result.php?id_plant=SOTR2,https://plants.usda.gov/home/basicSearchResults?searchString=Solanum+triquetrum,https://floranorthamerica.org/Special:Search?search=Solanum+triquetrum,https://floranorthamerica.org/Solanum_triquetrum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland; Shallow Upland Prairie
Solidago altissima,Solidago altissima,155,Solidago altissima,Solidago altissima,"Tall Goldenrod, Late Goldenrod, Canadian Goldenrod, Canada Goldenrod",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Medium; Sun , Part Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FACU FACU UPL FACU FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solidago-altissima,https://www.wildflower.org/plants/result.php?id_plant=SOAL6,https://plants.usda.gov/home/basicSearchResults?searchString=Solidago+altissima,https://floranorthamerica.org/Special:Search?search=Solidago+altissima,https://floranorthamerica.org/Solidago_altissima,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Solidago nemoralis,Solidago nemoralis,156,Solidago nemoralis,Solidago nemoralis,"Gray Goldenrod, Prairie Goldenrod, Oldfield Goldenrod, Grayleaf Goldenrod, Gray-leaved Goldenrod, Dyersweed Goldenrod, Dwarf Goldenrod, Field Goldenrod",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Medium; Sun , Part Shade , Shade; Medium",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,solidago-nemoralis,https://www.wildflower.org/plants/result.php?id_plant=SONE,https://plants.usda.gov/home/basicSearchResults?searchString=Solidago+nemoralis,https://floranorthamerica.org/Special:Search?search=Solidago+nemoralis,https://floranorthamerica.org/Solidago_nemoralis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Symphyotrichum ericoides,Symphyotrichum ericoides,157,Symphyotrichum ericoides,Symphyotrichum ericoides,"White Heath Aster, Heath Aster",Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland; moist mesic; sunny open,"dry, low-water, full sun heath aster",Dry; Sun; High,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL FAC FACU FACU FACU FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,symphyotrichum-ericoides,https://www.wildflower.org/plants/result.php?id_plant=SYER,https://plants.usda.gov/home/basicSearchResults?searchString=Symphyotrichum+ericoides,https://floranorthamerica.org/Special:Search?search=Symphyotrichum+ericoides,https://floranorthamerica.org/Symphyotrichum_ericoides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie; Upland Savanna
Symphyotrichum oblongifolium,Symphyotrichum oblongifolium,158,Symphyotrichum oblongifolium,Symphyotrichum oblongifolium,"Aromatic Aster, Aromatic American Aster, Fall Aster, Wild Blue Aster, Shale Aster",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,symphyotrichum-oblongifolium,https://www.wildflower.org/plants/result.php?id_plant=SYOB,https://plants.usda.gov/home/basicSearchResults?searchString=Symphyotrichum+oblongifolium,https://floranorthamerica.org/Special:Search?search=Symphyotrichum+oblongifolium,https://floranorthamerica.org/Symphyotrichum_oblongifolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Symphyotrichum praealtum,Symphyotrichum praealtum,159,Symphyotrichum praealtum,Symphyotrichum praealtum,Willowleaf Aster,Savanna and woodland-edge systems,Upland Savanna,"open woodland, savanna, or brushy prairie transition","open woodland, savanna, or brushy prairie transition","Moist; Sun , Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW OBL FACW FACW FACW FACW OBL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,symphyotrichum-praealtum,https://www.wildflower.org/plants/result.php?id_plant=SYPR5,https://plants.usda.gov/home/basicSearchResults?searchString=Symphyotrichum+praealtum,https://floranorthamerica.org/Special:Search?search=Symphyotrichum+praealtum,https://floranorthamerica.org/Symphyotrichum_praealtum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Savanna
Tetraneuris scaposa,Tetraneuris scaposa,160,Tetraneuris scaposa,Tetraneuris scaposa,"Four-nerve Daisy, Hymenoxys, Stemmy Four-nerve Daisy, Yellow Daisy, Bitterweed",Woodland and karst upland systems,Karst Outcrops,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,Dry; Low; Part Shade,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tetraneuris-scaposa,https://www.wildflower.org/plants/result.php?id_plant=TESC2,https://plants.usda.gov/home/basicSearchResults?searchString=Tetraneuris+scaposa,https://floranorthamerica.org/Special:Search?search=Tetraneuris+scaposa,https://floranorthamerica.org/Tetraneuris_scaposa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Teucrium canadense,Teucrium canadense,161,Teucrium canadense,Teucrium canadense,"American Germander, Canada Germander, Canadian Germander, Germander, Hairy Germander, Wood Sage",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Moist; High; Part Shade; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FACW FACW FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,teucrium-canadense,https://www.wildflower.org/plants/result.php?id_plant=TECA3,https://plants.usda.gov/home/basicSearchResults?searchString=Teucrium+canadense,https://floranorthamerica.org/Special:Search?search=Teucrium+canadense,https://floranorthamerica.org/Teucrium_canadense,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Karst Outcrops
Teucrium cubense,Teucrium cubense,162,Teucrium cubense,Teucrium cubense,Small Coastal Germander,Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,Dry; Low; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACW FACW FAC FACW | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,teucrium-cubense,https://www.wildflower.org/plants/result.php?id_plant=TECU,https://plants.usda.gov/home/basicSearchResults?searchString=Teucrium+cubense,https://floranorthamerica.org/Special:Search?search=Teucrium+cubense,https://floranorthamerica.org/Teucrium_cubense,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Thelesperma simplicifolium,Thelesperma simplicifolium,163,Thelesperma simplicifolium,Thelesperma simplicifolium,"Navajo Tea, Slender greenthread",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,thelesperma-simplicifolium,https://www.wildflower.org/plants/result.php?id_plant=THSI,https://plants.usda.gov/home/basicSearchResults?searchString=Thelesperma+simplicifolium,https://floranorthamerica.org/Special:Search?search=Thelesperma+simplicifolium,https://floranorthamerica.org/Thelesperma_simplicifolium,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie
Tinantia anomala,Tinantia anomala,164,Tinantia anomala,Tinantia anomala,False Dayflower,Woodland and karst upland systems,Karst Outcrops,gravelly calcareous slope or terrace,gravelly calcareous slope or terrace,"Moist; Low , Medium; Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tinantia-anomala,https://www.wildflower.org/plants/result.php?id_plant=TIAN,https://plants.usda.gov/home/basicSearchResults?searchString=Tinantia+anomala,https://floranorthamerica.org/Special:Search?search=Tinantia+anomala,https://floranorthamerica.org/Tinantia_anomala,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Tradescantia gigantea,Tradescantia gigantea,165,Tradescantia gigantea,Tradescantia gigantea,"Spiderwort, Giant spiderwort",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Moist; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tradescantia-gigantea,https://www.wildflower.org/plants/result.php?id_plant=TRGI,https://plants.usda.gov/home/basicSearchResults?searchString=Tradescantia+gigantea,https://floranorthamerica.org/Special:Search?search=Tradescantia+gigantea,https://floranorthamerica.org/Tradescantia_gigantea,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Tradescantia humilis,Tradescantia humilis,166,Tradescantia humilis,Tradescantia humilis,Texas Spiderwort,Upland prairie and open grassland systems,Shallow Upland Prairie,dry upland; sunny open; shade/part shade,low-water sun/part shade spiderwort,,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tradescantia-humilis,https://www.wildflower.org/plants/result.php?id_plant=TRHU,https://plants.usda.gov/home/basicSearchResults?searchString=Tradescantia+humilis,https://floranorthamerica.org/Special:Search?search=Tradescantia+humilis,https://floranorthamerica.org/Tradescantia_humilis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Savanna; Upland Woodland
Tradescantia occidentalis,Tradescantia occidentalis,167,Tradescantia occidentalis,Tradescantia occidentalis,"Prairie Spiderwort, Western Spiderwort, Spiderwort",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry; Low; Sun , Part Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL FACU UPL UPL UPL UPL FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,tradescantia-occidentalis,https://www.wildflower.org/plants/result.php?id_plant=TROC,https://plants.usda.gov/home/basicSearchResults?searchString=Tradescantia+occidentalis,https://floranorthamerica.org/Special:Search?search=Tradescantia+occidentalis,https://floranorthamerica.org/Tradescantia_occidentalis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Verbena xutha,Verbena xutha,168,Verbena xutha,Verbena xutha,Gulf Vervain,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,verbena-xutha,https://www.wildflower.org/plants/result.php?id_plant=VEXU,https://plants.usda.gov/home/basicSearchResults?searchString=Verbena+xutha,https://floranorthamerica.org/Special:Search?search=Verbena+xutha,https://floranorthamerica.org/Verbena_xutha,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Verbesina encelioides,Verbesina encelioides,169,Verbesina encelioides,Verbesina encelioides,"Cowpen Daisy, Golden Crownbeard, Butter Daisy","Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,limestone/caliche/calcareous; deep clay/swale; disturbed/roadside/ditch; dry upland; moist mesic; sunny open,disturbed dry areas; sand/loam/clay/limestone,Dry; Low; Sun; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACU FACU FACU FAC FACU FAC FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,verbesina-encelioides,https://www.wildflower.org/plants/result.php?id_plant=VEEN,https://plants.usda.gov/home/basicSearchResults?searchString=Verbesina+encelioides,https://floranorthamerica.org/Special:Search?search=Verbesina+encelioides,https://floranorthamerica.org/Verbesina_encelioides,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Shallow Upland Prairie; Karst Outcrops; Deep Clay Prairie
Verbesina virginica,Verbesina virginica,170,Verbesina virginica,Verbesina virginica,"Frostweed, White Crownbeard, Iceplant, Iceweed, Virginia Crownbeard, Indian Tobacco, Richweed, Squawweed",Upland prairie and open grassland systems,Shallow Upland Prairie,open dry upland prairie/grassland,open dry upland prairie/grassland,"Dry , Moist; Low , Medium; Part Shade , Shade","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU UPL FACU FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,verbesina-virginica,https://www.wildflower.org/plants/result.php?id_plant=VEVI3,https://plants.usda.gov/home/basicSearchResults?searchString=Verbesina+virginica,https://floranorthamerica.org/Special:Search?search=Verbesina+virginica,https://floranorthamerica.org/Verbesina_virginica,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Upland Woodland
Vernonia baldwinii,Vernonia baldwinii,171,Vernonia baldwinii,Vernonia baldwinii,"Western Ironweed, Baldwin's Ironweed, Ironweed",Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Moist; Low; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL UPL FACU UPL UPL FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,vernonia-baldwinii,https://www.wildflower.org/plants/result.php?id_plant=VEBA,https://plants.usda.gov/home/basicSearchResults?searchString=Vernonia+baldwinii,https://floranorthamerica.org/Special:Search?search=Vernonia+baldwinii,https://floranorthamerica.org/Vernonia_baldwinii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,
Vernonia ×guadalupensis,Vernonia ×guadalupensis,172,Vernonia ×guadalupensis,Vernonia ×guadalupensis,Guadalupe Ironweed,"Ecotone, thicket, and disturbance-edge systems",Ecotone / Edge Thicket,moist prairie/thicket/open woodland or stream-edge ironweed context,moist prairie/thicket/open woodland or stream-edge ironweed context,"Water Req.: Medium | Sun/Shade Requirements: Sun | Growth Habitat: Herb | Bloom Time: Jun, Jul, Aug, Sep, Oct, Nov | Height: 2-4 ft | Width: 2-3 ft | Bloom Color: Purple | USA: TX",,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.","LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,vernonia-guadalupensis,https://www.wildflower.org/plants/result.php?id_plant=VEGU,https://plants.usda.gov/plant-profile/VEGU,https://floranorthamerica.org/Special:Search?search=Vernonia+%C3%97guadalupensis,http://www.efloras.org/browse.aspx?flora_id=1&name_str=Vernonia%20%C3%97guadalupensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Riparian Banks; Upland Woodland
Vernonia lindheimeri,Vernonia lindheimeri,173,Vernonia lindheimeri,Vernonia lindheimeri,Woolly Ironweed,Upland prairie and open grassland systems,Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,vernonia-lindheimeri,https://www.wildflower.org/plants/result.php?id_plant=VELI3,https://plants.usda.gov/home/basicSearchResults?searchString=Vernonia+lindheimeri,https://floranorthamerica.org/Special:Search?search=Vernonia+lindheimeri,https://floranorthamerica.org/Vernonia_lindheimeri,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,Deep Clay Prairie
