trail_id,trail_name_or_area,trail_type,status,material,width,funding,phase,shape_length_source_units,geometry_type,center_lat,center_lon,bbox_west,bbox_south,bbox_east,bbox_north,source_file,dashboard_use,gpt_use_note
PARD-TRL-1063,Remove from Plan,Vybe,Remove from Plan,Concrete,,Remove?,,1829.771132850213,LineString,29.988083,-97.8812515,-97.8830618,29.9869645,-97.8794411,29.9892016,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1064,Marketplace Ave,Vybe,Existing,Concrete,6,Developer,,568.8706744174315,LineString,30.0107045,-97.8680543,-97.8683488,30.0099666,-97.8677599,30.0114424,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1065,Sage Hollow,Vybe,Existing,Concrete,12,Developer,1,1884.0348034553137,LineString,30.0138074,-97.8973257,-97.8992422,30.0127816,-97.8954091,30.0148332,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1066,Sage Hollow,Vybe,Existing,Concrete,12,Developer,1,553.6300283010867,LineString,30.0122548,-97.8947915,-97.8954091,30.0117281,-97.8941738,30.0127816,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1067,Philomena,Vybe,In Review,Concrete,6,City,1,226.47152757620972,LineString,29.9992487,-97.8626056,-97.8628279,29.9990134,-97.8623833,29.999484,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1068,Sage Hollow,Vybe,Proposed,Concrete,12,Developer,1,449.6002797441201,LineString,30.0112607,-97.893711,-97.8941738,30.0107932,-97.8932482,30.0117281,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1069,Marketplace Ave,Vybe,Existing,Concrete,12,Developer,,559.451203229561,LineString,30.0146155,-97.8663672,-97.8667955,30.0139457,-97.865939,30.0152853,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1070,Marketplace Ave,Vybe,Existing,Concrete,12,Developer,,262.9456614115853,LineString,30.0117898,-97.8676537,-97.8677599,30.0114424,-97.8675475,30.0121371,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1071,Cool Springs,Vybe,Upgrade,Concrete,4,City,,62.55200892394387,LineString,29.9643658,-97.8495052,-97.8495728,29.9643032,-97.8494375,29.9644285,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1072,Center St,Vybe,Upgrade,Concrete,4,City,,174.6067721375433,LineString,29.9903456,-97.8863369,-97.8863735,29.9901085,-97.8863002,29.9905826,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1073,Marketplace,Vybe,In Review,Concrete,8,Developer,,725.1682450800573,LineString,30.0044078,-97.8694646,-97.8704752,30.0041334,-97.8684539,30.0046822,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1074,Proposed,Vybe,In Review,Concrete,,Developer,,575.7502529809399,LineString,30.0042345,-97.8677114,-97.8684539,30.0037867,-97.8669689,30.0046822,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1075,Dacy Ln,Vybe,Upgrade,Concrete,4,City,,552.6428166572609,LineString,30.004391,-97.8562906,-97.856926,30.003931,-97.8556552,30.004851,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1076,Philomena,Vybe,Existing,Concrete,4,City,,2608.5765578317873,LineString,30.0021675,-97.8596546,-97.8623833,29.999484,-97.856926,30.004851,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1077,,Vybe,Proposed,Concrete,,Developer,,474.52427146183163,LineString,30.0273828,-97.8747715,-97.8748279,30.0267497,-97.8747151,30.0280159,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1078,FM 2770,Vybe,Upgrade,Concrete,4,City,,117.64189300681694,LineString,30.0122385,-97.8914891,-97.8916263,30.0121553,-97.8913518,30.0123217,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1471,Remove from Plan,Vybe,Remove from Plan,Concrete,,Remove?,,862.9553903788027,LineString,30.0289437,-97.8737487,-97.8745869,30.0283778,-97.8729106,30.0295095,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1472,,Vybe,In Review,Concrete,,Developer,,545.3703441938983,LineString,30.0302455,-97.874692,-97.8747264,30.0294993,-97.8746575,30.0309918,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1473,,Vybe,Proposed,Concrete,,Developer,,1176.2683107910057,LineString,30.0309837,-97.8710682,-97.8729268,30.0309796,-97.8692096,30.0309879,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1475,,Vybe,In Review,Concrete,,City,,562.0917228766151,LineString,30.0309899,-97.8738149,-97.8747031,30.0309879,-97.8729268,30.0309918,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1476,,Vybe,Proposed,Concrete,,Developer,,975.6690011871672,LineString,30.0344534,-97.8788434,-97.879816,30.0334126,-97.8778708,30.0354942,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1478,N Old Stagecoach Rd,Vybe,Proposed,Concrete,,Road Project,,5129.220290755698,LineString,29.9840723,-97.8929449,-97.8939165,29.9771392,-97.8919733,29.9910054,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1479,Six Creeks,Vybe,Existing,Concrete,,Developer,,2807.3203251559103,LineString,30.005169,-97.9057001,-97.9098706,30.0041041,-97.9015297,30.0062338,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1480,,Vybe,Existing,Concrete,,Developer,,2198.228653758304,LineString,30.0069326,-97.901756,-97.902236,30.0040915,-97.9012761,30.0097737,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1481,Main St,Vybe,Proposed,Concrete,,Road Project,,2809.4530535294125,LineString,29.9783399,-97.881288,-97.8830135,29.9749314,-97.8795625,29.9817484,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1482,,Vybe,Under Construction,Concrete,,Road Project,,2208.0838075190773,LineString,29.9558775,-97.8631516,-97.8641411,29.952968,-97.8621621,29.958787,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1483,,Vybe,Proposed,Concrete,,Road Project,,614.3281248908836,LineString,29.9593922,-97.8582002,-97.8589115,29.958818,-97.8574889,29.9599665,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1484,,Vybe,In Review,Concrete,,Road Project,,565.6778515578363,LineString,29.9604954,-97.8595664,-97.8602213,29.9599665,-97.8589115,29.9610243,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1485,,Vybe,In Review,Concrete,,City,2,737.9553916786579,LineString,29.986252,-97.8558166,-97.8562941,29.985475,-97.8553392,29.987029,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1487,,Vybe,In Review,Concrete,,Developer,,1710.949865143828,LineString,29.9792097,-97.8306487,-97.8321911,29.9773252,-97.8291062,29.9810941,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1488,Dacy Ln,Vybe,Proposed,Concrete,4,City,,887.5328521366936,LineString,30.0048494,-97.8546327,-97.8556552,30.0040389,-97.8536103,30.0056599,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1489,,Vybe,Proposed,Concrete,,Developer,,1044.329161348972,LineString,30.0144336,-97.8532763,-97.8545829,30.0136641,-97.8519696,30.0152031,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1490,,Vybe,Proposed,Concrete,,Developer,,472.9681433188405,LineString,30.017002,-97.8578363,-97.858262,30.0164743,-97.8574105,30.0175298,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1491,,Vybe,In Review,Concrete,,Developer,,248.32238552753537,LineString,30.017825,-97.858451,-97.8586399,30.0175298,-97.858262,30.0181202,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1492,,Vybe,Existing,Concrete,,Developer,,1949.745116434853,LineString,30.0257398,-97.861281,-97.8620417,30.0236401,-97.8605202,30.0278394,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1493,,Vybe,Proposed,,,City,,415.00613121526135,LineString,30.0171294,-97.8689554,-97.8691117,30.0166694,-97.868799,30.0175893,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1495,Proposed,Vybe,Proposed,Concrete,,City,2,285.97120205577255,LineString,30.003409,-97.8861676,-97.8863914,30.0030801,-97.8859438,30.0037379,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1496,,Vybe,Existing,Concrete,,Developer,,393.89939270284253,LineString,30.0279458,-97.8600714,-97.8606238,30.0278394,-97.8595189,30.0280522,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1496,,Vybe,Proposed,Concrete,,Developer,,137.15056356034125,LineString,30.0282407,-97.8595193,-97.8595198,30.0280522,-97.8595189,30.0284293,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-954,Kohlers Crossing,Vybe,In Review,Concrete,,City,,325.72447236036874,LineString,30.0277243,-97.8517093,-97.8521865,30.0275791,-97.851232,30.0278695,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-74,Proposed,Vybe,In Review,Concrete,,Developer,,264.94280785097357,LineString,30.0047008,-97.8688719,-97.8692899,30.0046822,-97.8684539,30.0047193,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1034,,Vybe,Existing,Concrete,,Developer,,1081.2524404258018,LineString,30.0279784,-97.8493804,-97.8502732,30.0267109,-97.8484876,30.0292459,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-995,,Vybe,In Review,Concrete,,Road Project,,565.5586844604836,LineString,30.0229452,-97.8618141,-97.8620725,30.0222503,-97.8615558,30.0236401,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1898,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,6685.55806126138,LineString,30.0009645,-97.8665819,-97.8709333,29.9926147,-97.8622305,30.0093144,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1899,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,3879.26549074774,LineString,30.0246201,-97.8518641,-97.8551096,30.0200956,-97.8486185,30.0291445,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1900,Add to Plan,Vybe,Awaiting Approval,Concrete,,Awaiting Approval,,885.2784996268332,LineString,30.0301901,-97.8479024,-97.8486185,30.0291445,-97.8471864,30.0312357,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1901,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,821.9868713545691,LineString,29.9608802,-97.8744699,-97.8757289,29.9606526,-97.8732109,29.9611078,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1902,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,23416.558741536715,LineString,29.9580013,-97.8434056,-97.8689852,29.9348968,-97.8178261,29.9811058,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1903,Remove from Plan,Vybe,Remove from Plan,Concrete,,,,743.2391318655741,LineString,30.0048183,-97.8715483,-97.8727216,30.004782,-97.8703749,30.0048546,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1905,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,992.4025481908727,LineString,30.023179,-97.831389,-97.8315195,30.0218277,-97.8312585,30.0245302,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1906,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,17011.662004204572,LineString,29.969612,-97.8753664,-97.8797994,29.9466094,-97.8709333,29.9926147,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1907,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,4523.629012149392,LineString,30.014705,-97.85867,-97.8622305,30.0093144,-97.8551096,30.0200956,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1908,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,3354.7750438107037,LineString,30.0364801,-97.8444207,-97.8465201,30.032245,-97.8423214,30.0407151,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1909,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,36827.909358366065,LineString,29.9945662,-97.8620125,-97.8809019,29.9475406,-97.8431232,30.0415918,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1910,Add to Plan,Vybe,Awaiting Approval,,,Awaiting Approval,,7146.157886793638,LineString,30.0454968,-97.7808453,-97.7838572,30.0378043,-97.7778334,30.0531892,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-516,Remove from Plan,Vybe,Remove from Plan,Concrete,,Developer,,1495.0891577520617,LineString,30.0406895,-97.8694984,-97.8695603,30.0386346,-97.8694365,30.0427443,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
TRAIL_OBJECTID_1912,Add to Plan,,Awaiting Approval,,,Awaiting Approval,,1939.6613132852103,LineString,29.9834611,-97.8698505,-97.8707158,29.9811058,-97.8689852,29.9858164,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-518,,Vybe,Upgrade,Concrete,,Developer,,1079.0704728573553,LineString,30.0393739,-97.8752625,-97.8757402,30.0379589,-97.8747847,30.0407889,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-954,Kohlers Crossing,Vybe,In Review,Concrete,,City,,235.82057913552933,LineString,30.0283651,-97.8541403,-97.8544451,30.0282985,-97.8538354,30.0284317,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-954,Kohlers Crossing,Vybe,Upgrade,Concrete,,City,,161.51978559621563,LineString,30.0282222,-97.8546338,-97.8548224,30.0281445,-97.8544451,30.0282998,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-978,,Vybe,In Review,Concrete,,Developer,,1491.6916750815017,LineString,29.9358553,-97.8157877,-97.8178167,29.9349108,-97.8137587,29.9367998,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-506,Main St,Vybe,Proposed,Concrete,,Road Project,,602.2169656455418,LineString,29.9702217,-97.8885541,-97.8893793,29.9699078,-97.8877289,29.9705357,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1034,,Vybe,Existing,Concrete,,Developer,,364.1328577028883,LineString,30.0318111,-97.846807,-97.8470938,30.0313771,-97.8465201,30.032245,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1034,,Vybe,Under Construction,Concrete,,Developer,,892.2629884038694,LineString,30.0303115,-97.8477907,-97.8484876,30.0292459,-97.8470938,30.0313771,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-1028,,Vybe,Proposed,Concrete,,Developer,,3140.5587842380587,LineString,29.9893449,-97.868782,-97.870375,29.9858089,-97.8671889,29.992881,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
PARD-TRL-53,Six Creeks,Vybe,Under Construction,Concrete,,Developer,,2764.0843429899396,LineString,30.0037829,-97.9130137,-97.9161567,30.0013586,-97.9098706,30.0062072,VybeTrails.geojson,trail corridor proximity/reference only,Use for trail area/status context. Use GeoJSON geometry and a buffer for exact trail-corridor analysis.
