recordID,scientificName,acceptedName,commonName,regionGroup,primaryMicroregion,secondaryMicroregions,fineHabitatTags,fineHabitatSummary,nativeHabitat,soilDescription,moistureWaterLight,wetlandStatusSummary,confidence,reviewNeeded,publicStatus,publicationNote,lbjProfileURL,usdaPlantsURL,fnaSearchURL,fnaDirectCandidateURL,wetlandPlantListURL,nrcsWebSoilSurveyURL,nrcsEDITURL,epaEcoregionsURL,tpwdEMSURL,sourceUseNote,datasetVersion,lastUpdated,onlineSlug
230,Salvia greggii,Salvia greggii,"Autumn Sage, Cherry Sage, Gregg Salvia",Upland prairie and open grassland systems,Shallow Upland Prairie,,dry upland prairie slope,dry upland prairie slope,"Well-drained, rocky slopes. Usually in rocky soils in central, south, and west Texas.","Well-drained, rocky soils, usually limestone of greater or lesser organic content. Also in sands and loams.",Dry; Low; Sun; High,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=SAGR4,https://plants.usda.gov/home/basicSearchResults?searchString=Salvia+greggii,https://floranorthamerica.org/Special:Search?search=Salvia+greggii,https://floranorthamerica.org/Salvia_greggii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,salvia-greggii
231,Wedelia acapulcensis,Wedelia acapulcensis,Orange Zexmenia,Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops; Upland Savanna,dry upland; sunny open,low-water sunny orange zexmenia,,,,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=WEAC,https://plants.usda.gov/home/basicSearchResults?searchString=Wedelia+acapulcensis,https://floranorthamerica.org/Special:Search?search=Wedelia+acapulcensis,https://floranorthamerica.org/Wedelia_acapulcensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,wedelia-acapulcensis
232,Wedelia acapulcensis var. hispida,Wedelia acapulcensis var. hispida,Zexmenia,Upland prairie and open grassland systems,Shallow Upland Prairie,Karst Outcrops,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Fields & wood borders, Abundant on Edwards Plateau, Rio Grande Plains, less frequent in the Trans-Pecos and Southeast and North Central Texas. Well-drained sand, loam, clay, caliche, limestone.","Dry, well-drained soils.","Dry , Moist; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=WEACH,https://plants.usda.gov/home/basicSearchResults?searchString=Wedelia+acapulcensis+var.+hispida,https://floranorthamerica.org/Special:Search?search=Wedelia+acapulcensis+var.+hispida,https://floranorthamerica.org/Wedelia_acapulcensis_var_hispida,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,wedelia-acapulcensis-var-hispida
233,Agave americana,Agave americana,Blue Agave (Century Plant),Upland prairie and open grassland systems,Shallow Upland Prairie,Shallow Upland Prairie; Deep Clay Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,,"Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Rocky Soil",Dry; Low; Sun; Medium,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: UPL UPL UPL UPL UPL | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=AGAM,https://plants.usda.gov/home/basicSearchResults?searchString=Agave+americana,https://floranorthamerica.org/Special:Search?search=Agave+americana,https://floranorthamerica.org/Agave_americana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,agave-americana
234,Dasylirion texanum,Dasylirion texanum,"Texas Sotol, Sotol",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Flat desert areas, Prairie, Plains, Meadows, Pastures, Savannas, Chaparral & brush country","Sandy, Caliche type, Igneous, Limestone-based;adaptable",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=DATE3,https://plants.usda.gov/home/basicSearchResults?searchString=Dasylirion+texanum,https://floranorthamerica.org/Special:Search?search=Dasylirion+texanum,https://floranorthamerica.org/Dasylirion_texanum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,dasylirion-texanum
235,Hesperaloe parviflora,Hesperaloe parviflora,"Red Yucca, Coral Yucca, Red-flowered False Yucca, Redflower False Yucca, Yellow Yucca, Hummingbird Yucca, Samandoque",Upland prairie and open grassland systems,Shallow Upland Prairie,,dry upland prairie slope,dry upland prairie slope,"Prairies; rocky slopes; mesquite groves. Found in prairies, rocky slopes, and mesquite groves, mostly in Central Texas. Well-drained sand, loam, caliche, limestone.","Dry soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Limestone-based, Caliche type",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=HEPA8,https://plants.usda.gov/home/basicSearchResults?searchString=Hesperaloe+parviflora,https://floranorthamerica.org/Special:Search?search=Hesperaloe+parviflora,https://floranorthamerica.org/Hesperaloe_parviflora,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,hesperaloe-parviflora
236,Manfreda maculosa,Manfreda maculosa,"False Aloe, Spice Lily, Spice-lily",Upland prairie and open grassland systems,Shallow Upland Prairie,Deep Clay Prairie; Shallow Upland Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Thickets in sandy-clayey soils in south central Texas; endemic.,,"Dry , Moist; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=MAMA7,https://plants.usda.gov/home/basicSearchResults?searchString=Manfreda+maculosa,https://floranorthamerica.org/Special:Search?search=Manfreda+maculosa,https://floranorthamerica.org/Manfreda_maculosa,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,manfreda-maculosa
237,Nolina lindheimeriana,Nolina lindheimeriana,"Devil's Shoestring, Devil's-shoestring, Ribbon Grass",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Prairie, Plains, Meadows, Pastures, Savannas, Chaparral & brush country","Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Limestone-based, Caliche type","Dry; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=NOLI,https://plants.usda.gov/home/basicSearchResults?searchString=Nolina+lindheimeriana,https://floranorthamerica.org/Special:Search?search=Nolina+lindheimeriana,https://floranorthamerica.org/Nolina_lindheimeriana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,nolina-lindheimeriana
238,Nolina texana,Nolina texana,"Texas Sacahuista, Texas Beargrass, Basket Grass, Sacahuista, Bunchgrass, Texas Bear-grass",Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,Woods openings & borders. West Texas and South Texas. Rocky soils.,"Rocky soils. Rocky, Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Caliche type",Dry; Low; Part Shade,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=NOTE,https://plants.usda.gov/home/basicSearchResults?searchString=Nolina+texana,https://floranorthamerica.org/Special:Search?search=Nolina+texana,https://floranorthamerica.org/Nolina_texana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,nolina-texana
239,Opuntia engelmannii,Opuntia engelmannii,Prickly Pear 'Englemann's',Upland prairie and open grassland systems,Shallow Upland Prairie,,open dry upland prairie/grassland,open dry upland prairie/grassland,,,Dry; Low; Sun,,Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=OPEN3,https://plants.usda.gov/home/basicSearchResults?searchString=Opuntia+engelmannii,https://floranorthamerica.org/Special:Search?search=Opuntia+engelmannii,https://floranorthamerica.org/Opuntia_engelmannii,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,opuntia-engelmannii
240,Yucca constricta,Yucca constricta,"Buckley Yucca, Buckley's Yucca",Upland prairie and open grassland systems,Shallow Upland Prairie,,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,"Open woodlands, Prairie, Plains, Meadows, Pastures, Savannas","Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Low; Sun,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=YUCO,https://plants.usda.gov/home/basicSearchResults?searchString=Yucca+constricta,https://floranorthamerica.org/Special:Search?search=Yucca+constricta,https://floranorthamerica.org/Yucca_constricta,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,yucca-constricta
241,Yucca rupicola,Yucca rupicola,"Twistleaf Yucca, Twisted-leaf Yucca, Texas Yucca, Spanish Dagger",Woodland and karst upland systems,Karst Outcrops,,"limestone ledge, cliff, or bluff","limestone ledge, cliff, or bluff","Dry, rocky, open areas; limestone ledges. mic. On limestone ledges and grass-covered plains of dense brush and open woodlands on the Edwards Plateau. Ende","Rocky, limestone soils. Caliche type, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay","Dry; Low; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=YURU,https://plants.usda.gov/home/basicSearchResults?searchString=Yucca+rupicola,https://floranorthamerica.org/Special:Search?search=Yucca+rupicola,https://floranorthamerica.org/Yucca_rupicola,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,yucca-rupicola
242,Yucca treculeana,Yucca treculeana,"Spanish Dagger, Spanish Bayonet, Don Quixote's Lance, Palma Pita, Palma De Datil, Palmito",Upland prairie and open grassland systems,Shallow Upland Prairie,Deep Clay Prairie,sandy/loamy upland prairie or open field,sandy/loamy upland prairie or open field,Chaparral & brush country,"Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",Dry; Medium; Part Shade,,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=YUTR,https://plants.usda.gov/home/basicSearchResults?searchString=Yucca+treculeana,https://floranorthamerica.org/Special:Search?search=Yucca+treculeana,https://floranorthamerica.org/Yucca_treculeana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,yucca-treculeana
243,Acer grandidentatum,Acer grandidentatum,"Bigtooth Maple, Big-toothed Maple, Uvalde Bigtooth Maple, Southwestern Bigtooth Maple, Canyon Maple, Sabinal Maple, Western Sugar Maple",Woodland and karst upland systems,Mesic Canyons & Seeps,Upland Woodland; Karst Outcrops; Shallow Upland Prairie; Deep Clay Prairie,ravine/canyon/depression; limestone/caliche/calcareous; deep clay/swale; woodland/wood edge; moist mesic; sunny open,moist canyon/plateau woodland soils,Moist soils of canyons in mountains and plateaus; in woodlands.,"Moist soils, Limestone-based, Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Calcareous",Moist; Medium; Sun,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FACU | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",Medium,Optional,Publish with caveat,"Usable for public draft release, but should remain flagged as provisional until optional spot-check or field/GIS support is added.",https://www.wildflower.org/plants/result.php?id_plant=ACGR3,https://plants.usda.gov/home/basicSearchResults?searchString=Acer+grandidentatum,https://floranorthamerica.org/Special:Search?search=Acer+grandidentatum,https://floranorthamerica.org/Acer_grandidentatum,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,acer-grandidentatum
244,Acer negundo,Acer negundo,Box Elder,Riparian and floodplain systems,Riparian Banks,,alluvial floodplain or creek terrace,alluvial floodplain or creek terrace,Moist woods; stream banks; floodplains,Variable.,Moist; Medium; Sun; High; High,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FAC FACW FAC FAC FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ACNE2,https://plants.usda.gov/home/basicSearchResults?searchString=Acer+negundo,https://floranorthamerica.org/Special:Search?search=Acer+negundo,https://floranorthamerica.org/Acer_negundo,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,acer-negundo
245,Aesculus glabra,Aesculus glabra,"Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut",Riparian and floodplain systems,Riparian Banks,,stream/river bank,stream/river bank,"Rich, moist stream banks & bottomlands","Rich, moist, well-drained soils.","Moist; Medium; Sun , Part Shade , Shade; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FACU FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=AEGL,https://plants.usda.gov/home/basicSearchResults?searchString=Aesculus+glabra,https://floranorthamerica.org/Special:Search?search=Aesculus+glabra,https://floranorthamerica.org/Aesculus_glabra,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,aesculus-glabra
246,Aesculus pavia,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Common in woods, along streams, in thickets, and on rocky hills.","Deep, well-drained sand, loam, clay, limestone. Variety pavia prefers more acidic, often sandy soils than variety flavescens , which is found in rocky limestone soils within its range.","Moist; Medium , High; Part Shade; Medium; Medium","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FAC FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=AEPA,https://plants.usda.gov/home/basicSearchResults?searchString=Aesculus+pavia,https://floranorthamerica.org/Special:Search?search=Aesculus+pavia,https://floranorthamerica.org/Aesculus_pavia,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,aesculus-pavia
247,Arbutus xalapensis,Arbutus xalapensis,Texas Madrone,Woodland and karst upland systems,Karst Outcrops,Shallow Upland Prairie,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,Grows in rocky limestone soil; igneous soil in canyons; and is sometimes found on the open plains of the Edwards Plateau and in the mountains of the Trans-Pecos.,"Moist, rocky soils. Limestone-based, Caliche type, Sandy, Sandy Loam, Medium Loam, Clay Loam Clay","Dry; Medium; Sun , Part Shade",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=ARXA80,https://plants.usda.gov/home/basicSearchResults?searchString=Arbutus+xalapensis,https://floranorthamerica.org/Special:Search?search=Arbutus+xalapensis,https://floranorthamerica.org/Arbutus_xalapensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,arbutus-xalapensis
248,Carya illinoinensis,Carya illinoinensis,Pecan,Riparian and floodplain systems,Riparian Banks,Shallow Upland Prairie,stream/river bank,stream/river bank,Wooded bottomlands; stream banks,"Rich, moist, well-drained soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Caliche type",Moist; High; Sun; Low,"Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FACU FAC FACW FACW FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CAIL2,https://plants.usda.gov/home/basicSearchResults?searchString=Carya+illinoinensis,https://floranorthamerica.org/Special:Search?search=Carya+illinoinensis,https://floranorthamerica.org/Carya_illinoinensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,carya-illinoinensis
249,Cercis canadensis var. mexicana,Cercis canadensis var. mexicana,Mexican Redbud,Woodland and karst upland systems,Karst Outcrops,,rocky calcareous limestone outcrop,rocky calcareous limestone outcrop,"Hilly and mountainous areas, usually in calcareous soils","Calcareous, limestone-based sands, loams, clays, often rocky","Dry; Low , Medium; Sun , Part Shade; High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CECAM,https://plants.usda.gov/home/basicSearchResults?searchString=Cercis+canadensis+var.+mexicana,https://floranorthamerica.org/Special:Search?search=Cercis+canadensis+var.+mexicana,https://floranorthamerica.org/Cercis_canadensis_var_mexicana,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,cercis-canadensis-var-mexicana
250,Cercis canadensis var. texensis,Cercis canadensis var. texensis,Texas Redbud,Upland prairie and open grassland systems,Shallow Upland Prairie,,dry upland prairie slope,dry upland prairie slope,Dry slopes of canyons & foothills below 4500 ft. Edwards Plateau and limestone soils of north central Texas and eastern part of Plains Country.,"Well-drained, calcareous, rocky, sandy, loamy, or clay soils, usually limestone-based.","Dry; Low , Medium; Sun , Part Shade; Low; Medium , High",,High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CECAT,https://plants.usda.gov/home/basicSearchResults?searchString=Cercis+canadensis+var.+texensis,https://floranorthamerica.org/Special:Search?search=Cercis+canadensis+var.+texensis,https://floranorthamerica.org/Cercis_canadensis_var_texensis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,cercis-canadensis-var-texensis
251,Chilopsis linearis,Chilopsis linearis,"Desert Willow, Flowering Willow, Willow-leaved Catalpa, Willowleaf Catalpa, Bow Willow, Flor De Mimbre, Mimbre",Riparian and floodplain systems,Riparian Banks,Karst Outcrops; Mesic Canyons & Seeps; Shallow Upland Prairie,stream/river bank; ravine/canyon/depression; limestone/caliche/calcareous; deep clay/swale; disturbed/roadside/ditch,arroyos/swales/stream banks with well-drained limestone,"Ditches, ravines, depressions, streams, river banks, arroyos, swales, and washes in desert areas","Well-drained limestone soils preferred, but also does well in sands, loams, clays, caliches, granitic, and rocky soils. Minimal organic content the norm.","Dry , Moist; Low; Sun; Medium; High","Region: AGCP AK AW CB EMP GP HI MW NCNE WMVE Status: FACU FAC FACU FAC | This information is derived from: U.S. Army Corps of Engineers. (2023). 2022 National Wetland Plant List, version 3.6. U.S. Army Engineer Research and Development Center, Vicksburg, MS. | https://wetland-plants.usace.army.mil/ | . | Click here | for map of regions.",High,No,Publish now,Literature-supported microregion assignment; field/GIS confirmation can be added in a later release.,https://www.wildflower.org/plants/result.php?id_plant=CHLI2,https://plants.usda.gov/home/basicSearchResults?searchString=Chilopsis+linearis,https://floranorthamerica.org/Special:Search?search=Chilopsis+linearis,https://floranorthamerica.org/Chilopsis_linearis,https://wetland-plants.sec.usace.army.mil/,https://websoilsurvey.nrcs.usda.gov/app/,https://edit.sc.egov.usda.gov/,https://www.epa.gov/eco-research/ecoregions,https://tpwd.texas.gov/landwater/land/programs/landscape-ecology/ems/,"LBJ/USDA/FNA/USACE support species habitat traits; NRCS/EPA/TPWD links support site/soil/ecoregion/vegetation validation, not species identity.",v1-online-public-draft,2026-05-27,chilopsis-linearis
